ZIP Code,City/Parish,Population,Classification,Passes Active Filters,Rural Designation (RUCA Category),Broadband Deserts,Social Vulnerability (Poverty),Social Vulnerability (Food Access),Transportation (Vehicle Ownership),Healthcare Facility (Specialty),Healthcare Facility (Acute),Diabetes Prevalence,Population
70776,70776,6304,Urban,Yes,2,8.14,18.7,2,2.7805362462760677,0,0,10.9,6304
70777,70777,4487,Rural,Yes,2,17.1,18.7,0,2.817191034340942,0,0,10.1,4487
70778,70778,2879,Urban,Yes,1,1.03,9.6,10,1.3530435604419837,0,0,10.5,2879
70780,70780,1017,Urban,Yes,2,8.14,18.7,2,2.7805362462760677,0,0,10.9,1017
70781,70781,8093,Urban,Yes,1,13,20,11,2.2419136161146622,0,0,9.4,8093
70782,70782,115,Rural,Yes,10,49.09,22.1,15,0.9701784086469593,0,0,8.1,115
70783,70783,2797,Rural,Yes,2,13,20,11,2.2419136161146622,0,0,9.4,2797
70785,70785,22863,Urban,Yes,1,1.69,12,8,1.4383824298413805,0,0,10.3,22863
70787,70787,239,Rural,Yes,2,49.09,22.1,15,0.9701784086469593,0,0,8.1,239
70788,70788,3967,Urban,Yes,2,8.14,18.7,2,2.7805362462760677,0,0,10.9,3967
70789,70789,768,Rural,Yes,2,17.1,18.7,0,2.817191034340942,0,0,10.1,768
70791,70791,30097,Urban,Yes,2,1.8399999999999999,17.7,12,2.952666225028556,2,1,10.9,30097
70801,70801,243,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,243
70802,70802,23964,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,23964
70805,70805,24145,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,24145
70806,70806,28551,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,4,1,10.9,28551
70807,70807,15574,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,1,0,10.9,15574
70808,70808,36513,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,1,10.9,36513
70809,70809,25649,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,6,1,10.9,25649
70810,70810,42585,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,2,2,10.9,42585
70811,70811,13178,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,13178
70812,70812,11124,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,1,0,10.9,11124
70814,70814,11424,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,11424
70815,70815,31924,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,31924
70816,70816,45207,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,2,10.9,45207
70817,70817,33237,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,3,10.9,33237
70818,70818,10403,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,10403
70819,70819,4781,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,4781
70820,70820,22397,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,22397
70836,70836,546,Urban,Yes,1,1.8399999999999999,17.7,12,2.952666225028556,0,0,10.9,546
71001,71001,4209,Rural,Yes,10,60.65999999999999,24.4,19,5.371199259144929,0,2,8.5,4209
71002,71002,141,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,141
71003,71003,753,Rural,Yes,6,46.19,32.5,12,4.527212560726607,0,0,10.8,753
71004,71004,408,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,408
71006,71006,15341,Urban,Yes,2,6.32,16.4,11,2.3021951162736563,0,0,10.5,15341
71007,71007,1403,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,1403
71008,71008,359,Rural,Yes,10,60.65999999999999,24.4,19,5.371199259144929,0,0,8.5,359
71009,71009,95,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,95
71016,71016,1761,Rural,Yes,6,60.65999999999999,24.4,19,5.371199259144929,0,0,8.5,1761
71018,71018,1350,Rural,Yes,10,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,1350
71019,71019,7366,Rural,Yes,10,66.56,23.9,4,1.8608308216485387,1,1,7.7,7366
71021,71021,512,Rural,Yes,8,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,512
71023,71023,3020,Rural,Yes,2,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,3020
71024,71024,1143,Rural,Yes,5,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,1143
71027,71027,986,Rural,Yes,2,19.59,18,9,3.4748890794526677,0,0,9.9,986
71028,71028,1585,Rural,Yes,10,60.65999999999999,24.4,19,5.371199259144929,0,0,8.5,1585
71029,71029,149,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,149
71030,71030,1848,Rural,Yes,2,19.59,18,9,3.4748890794526677,0,0,9.9,1848
71031,71031,736,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,736
71032,71032,2298,Rural,Yes,2,19.59,18,9,3.4748890794526677,0,0,9.9,2298
71033,71033,3366,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,3366
71034,71034,272,Rural,Yes,10,66.56,23.9,4,1.8608308216485387,0,0,7.7,272
71037,71037,21834,Urban,Yes,1,6.32,16.4,11,2.3021951162736563,0,0,10.5,21834
71038,71038,3797,Rural,Yes,10,46.19,32.5,12,4.527212560726607,0,0,10.8,3797
71039,71039,2165,Rural,Yes,5,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,2165
71040,71040,7705,Rural,Yes,10,46.19,32.5,12,4.527212560726607,0,1,10.8,7705
71043,71043,425,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,425
71044,71044,748,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,748
71045,71045,510,Rural,Yes,6,60.65999999999999,24.4,19,5.371199259144929,0,0,8.5,510
71046,71046,791,Rural,Yes,10,19.59,18,9,3.4748890794526677,0,0,9.9,791
71047,71047,10874,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,10874
71048,71048,114,Rural,Yes,10,46.19,32.5,12,4.527212560726607,0,0,10.8,114
71049,71049,3366,Rural,Yes,10,19.59,18,9,3.4748890794526677,0,0,9.9,3366
71051,71051,2683,Urban,Yes,1,6.32,16.4,11,2.3021951162736563,0,0,10.5,2683
71052,71052,8827,Rural,Yes,7,19.59,18,9,3.4748890794526677,0,1,9.9,8827
71055,71055,17406,Rural,Yes,4,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,1,10,17406
71060,71060,2496,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,2496
71061,71061,1834,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,1834
71063,71063,698,Rural,Yes,3,19.59,18,9,3.4748890794526677,0,0,9.9,698
71064,71064,3993,Urban,Yes,2,6.32,16.4,11,2.3021951162736563,0,0,10.5,3993
71065,71065,988,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,988
71066,71066,9,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,9
71067,71067,3245,Urban,Yes,2,6.32,16.4,11,2.3021951162736563,0,0,10.5,3245
71068,71068,3325,Rural,Yes,2,60.65999999999999,24.4,19,5.371199259144929,0,0,8.5,3325
71069,71069,492,Urban,Yes,2,2.91,24.1,16,4.132752614715207,0,0,13.1,492
71070,71070,1382,Rural,Yes,10,60.65999999999999,24.4,19,5.371199259144929,0,0,8.5,1382
71071,71071,2184,Rural,Yes,10,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,2184
71072,71072,1376,Rural,Yes,9,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,1376
71073,71073,2686,Rural,Yes,5,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,0,10,2686
71075,71075,5417,Rural,Yes,7,14.719999999999999,29.600000000000005,19,3.5064334484916078,0,2,10,5417
71078,71078,7713,Rural,Yes,2,19.59,18,9,3.4748890794526677,0,0,9.9,7713
71079,71079,236,Rural,Yes,10,46.19,32.5,12,4.527212560726607,0,0,10.8,236
71082,71082,3774,Rural,Yes,10,2.91,24.1,16,4.132752614715207,0,2,13.1,3774
71101,71101,6174,Urban,Yes,1,2.91,24.1,16,4.132752614715207,1,4,13.1,6174
71103,71103,6142,Urban,Yes,1,2.91,24.1,16,4.132752614715207,1,3,13.1,6142
71104,71104,12579,Urban,Yes,1,2.91,24.1,16,4.132752614715207,1,0,13.1,12579
71105,71105,20351,Urban,Yes,1,2.91,24.1,16,4.132752614715207,2,1,13.1,20351
71106,71106,33651,Urban,Yes,1,2.91,24.1,16,4.132752614715207,2,0,13.1,33651
71107,71107,31807,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,31807
71108,71108,19012,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,19012
71109,71109,17292,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,17292
71110,71110,2828,Urban,Yes,1,6.32,16.4,11,2.3021951162736563,0,0,10.5,2828
71111,71111,43302,Urban,Yes,1,6.32,16.4,11,2.3021951162736563,1,0,10.5,43302
71112,71112,32975,Urban,Yes,1,6.32,16.4,11,2.3021951162736563,2,1,10.5,32975
71115,71115,15034,Urban,Yes,1,2.91,24.1,16,4.132752614715207,3,0,13.1,15034
71118,71118,24994,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,24994
71119,71119,10364,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,10364
71129,71129,12395,Urban,Yes,1,2.91,24.1,16,4.132752614715207,0,0,13.1,12395
71201,71201,21084,Urban,Yes,1,2.14,23.9,15,3.2847698718551244,2,2,9.3,21084
71202,71202,26791,Urban,Yes,1,2.14,23.9,15,3.2847698718551244,1,2,9.3,26791
71203,71203,38770,Urban,Yes,1,2.14,23.9,15,3.2847698718551244,1,0,9.3,38770
71218,71218,0,Rural,Yes,10,38.48,25.1,7,2.2518474136209305,0,0,8.8,0
71219,71219,1141,Rural,Yes,10,53.510000000000005,25.8,13,1.9390441474281086,0,0,7.8,1141
71220,71220,20426,Rural,Yes,4,5.18,31,14,3.848573001022093,2,1,9.4,20426
71222,71222,2621,Rural,Yes,10,45.88,19.4,15,2.4799277875433514,0,1,7.8,2621
71223,71223,377,Rural,Yes,5,5.18,31,14,3.848573001022093,0,0,9.4,377
71225,71225,7450,Urban,Yes,2,2.14,23.9,15,3.2847698718551244,0,0,9.3,7450
71226,71226,1806,Rural,Yes,3,30.36,19.2,11,3.8560922281852514,0,0,7.7,1806
71227,71227,4099,Rural,Yes,5,15.03,29.5,19,3.2282763901247855,0,0,7.6,4099
71229,71229,1462,Rural,Yes,3,5.18,31,14,3.848573001022093,0,0,9.4,1462
71232,71232,6003,Rural,Yes,10,38.48,25.1,7,2.2518474136209305,0,2,8.8,6003
71234,71234,5237,Rural,Yes,2,45.88,19.4,15,2.4799277875433514,0,0,7.8,5237
71235,71235,3979,Rural,Yes,5,15.03,29.5,19,3.2282763901247855,0,0,7.6,3979
71237,71237,1268,Rural,Yes,10,55.059999999999995,21,2,1.3775510204081634,0,0,8.1,1268
71238,71238,2399,Urban,Yes,2,2.14,23.9,15,3.2847698718551244,0,0,9.3,2399
71241,71241,7773,Rural,Yes,2,45.88,19.4,15,2.4799277875433514,0,1,7.8,7773
71243,71243,193,Rural,Yes,10,53.510000000000005,25.8,13,1.9390441474281086,0,0,7.8,193
71245,71245,4176,Rural,Yes,4,15.03,29.5,19,3.2282763901247855,0,0,7.6,4176
71247,71247,1225,Rural,Yes,10,30.36,19.2,11,3.8560922281852514,0,0,7.7,1225
71250,71250,40,Rural,Yes,5,5.18,31,14,3.848573001022093,0,0,9.4,40
71251,71251,7724,Rural,Yes,10,30.36,19.2,11,3.8560922281852514,0,1,7.7,7724
71253,71253,362,Rural,Yes,10,55.059999999999995,21,2,1.3775510204081634,0,0,8.1,362
71254,71254,6500,Rural,Yes,10,31.89,38.4,22,3.920770587437254,0,1,8.8,6500
71256,71256,699,Rural,Yes,6,45.88,19.4,15,2.4799277875433514,0,0,7.8,699
71259,71259,1713,Rural,Yes,10,38.48,25.1,7,2.2518474136209305,0,0,8.8,1713
71260,71260,3232,Rural,Yes,10,45.88,19.4,15,2.4799277875433514,0,0,7.8,3232
71261,71261,1429,Rural,Yes,2,5.18,31,14,3.848573001022093,0,0,9.4,1429
71263,71263,6241,Rural,Yes,10,55.059999999999995,21,2,1.3775510204081634,0,2,8.1,6241
71264,71264,1167,Rural,Yes,2,5.18,31,14,3.848573001022093,0,0,9.4,1167
71266,71266,1783,Rural,Yes,10,55.059999999999995,21,2,1.3775510204081634,0,0,8.1,1783
71268,71268,2262,Rural,Yes,10,30.36,19.2,11,3.8560922281852514,0,0,7.7,2262
71269,71269,12475,Rural,Yes,2,38.48,25.1,7,2.2518474136209305,0,1,8.8,12475
71270,71270,32747,Rural,Yes,4,15.03,29.5,19,3.2282763901247855,2,1,7.6,32747
71275,71275,2565,Rural,Yes,5,15.03,29.5,19,3.2282763901247855,0,0,7.6,2565
71276,71276,223,Rural,Yes,10,31.89,38.4,22,3.920770587437254,0,0,8.8,223
71277,71277,1792,Rural,Yes,6,45.88,19.4,15,2.4799277875433514,0,0,7.8,1792
71280,71280,4999,Urban,Yes,2,2.14,23.9,15,3.2847698718551244,1,0,9.3,4999
71282,71282,8998,Rural,Yes,7,25.900000000000002,41.1,3,4.108496210610292,0,1,8.8,8998
71286,71286,436,Rural,Yes,10,31.89,38.4,22,3.920770587437254,0,0,8.8,436
71291,71291,35345,Urban,Yes,1,2.14,23.9,15,3.2847698718551244,1,1,9.3,35345
71292,71292,21866,Urban,Yes,1,2.14,23.9,15,3.2847698718551244,0,0,9.3,21866
71295,71295,14008,Rural,Yes,7,53.510000000000005,25.8,13,1.9390441474281086,0,1,7.8,14008
71301,71301,17266,Urban,Yes,1,5.97,18.3,19,3.5796998517786562,5,4,13.3,17266
71302,71302,14128,Urban,Yes,1,5.97,18.3,19,3.5796998517786562,0,0,13.3,14128
71303,71303,24532,Urban,Yes,1,5.97,18.3,19,3.5796998517786562,4,1,13.3,24532
71316,71316,42,Rural,Yes,10,15.64,27.500000000000004,21,3.967446592065107,0,0,11.2,42
71320,71320,108,Rural,Yes,8,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,108
71322,71322,5257,Rural,Yes,10,3.9900000000000007,24.4,12,3.640365301424271,2,1,9.7,5257
71323,71323,1103,Rural,Yes,2,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,1103
71325,71325,1132,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,1132
71326,71326,751,Rural,Yes,10,15.64,27.500000000000004,21,3.967446592065107,0,0,11.2,751
71327,71327,6100,Rural,Yes,10,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,6100
71328,71328,8081,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,8081
71330,71330,49,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,49
71331,71331,765,Rural,Yes,2,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,765
71333,71333,412,Rural,Yes,10,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,412
71334,71334,9382,Rural,Yes,7,15.64,27.500000000000004,21,3.967446592065107,1,1,11.2,9382
71336,71336,1404,Rural,Yes,9,53.510000000000005,25.8,13,1.9390441474281086,0,0,7.8,1404
71339,71339,0,Rural,Yes,10,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,0
71340,71340,1970,Rural,Yes,10,63.07000000000001,26.400000000000002,14,3.5075885328836427,0,0,8.3,1970
71341,71341,2901,Rural,Yes,2,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,2901
71342,71342,7389,Rural,Yes,10,43.25,16.9,12,1.4968843131942562,0,1,7.6,7389
71343,71343,6571,Rural,Yes,10,63.07000000000001,26.400000000000002,14,3.5075885328836427,0,0,8.3,6571
71345,71345,35,Rural,Yes,2,3.42,22.6,11,3.6185724320003874,0,0,9,35
71346,71346,2700,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,1,0,13.3,2700
71350,71350,4556,Rural,Yes,8,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,4556
71351,71351,11494,Rural,Yes,7,3.9900000000000007,24.4,12,3.640365301424271,0,1,9.7,11494
71353,71353,1609,Rural,Yes,10,3.42,22.6,11,3.6185724320003874,0,0,9,1609
71354,71354,1382,Rural,Yes,10,15.64,27.500000000000004,21,3.967446592065107,0,0,11.2,1382
71355,71355,2192,Rural,Yes,9,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,2192
71356,71356,585,Rural,Yes,10,3.42,22.6,11,3.6185724320003874,0,0,9,585
71357,71357,1448,Rural,Yes,10,53.37,28.9,39,3.3680639689847345,0,0,8.4,1448
71358,71358,1006,Rural,Yes,2,3.42,22.6,11,3.6185724320003874,0,0,9,1006
71360,71360,35649,Urban,Yes,1,5.97,18.3,19,3.5796998517786562,0,1,13.3,35649
71362,71362,2315,Rural,Yes,9,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,2315
71366,71366,1454,Rural,Yes,10,53.37,28.9,39,3.3680639689847345,0,0,8.4,1454
71367,71367,2007,Rural,Yes,9,15.7,28.6,6,4.175042523581259,0,0,9,2007
71368,71368,1313,Rural,Yes,10,63.07000000000001,26.400000000000002,14,3.5075885328836427,0,0,8.3,1313
71369,71369,2255,Rural,Yes,10,3.9900000000000007,24.4,12,3.640365301424271,0,0,9.7,2255
71371,71371,1963,Rural,Yes,10,43.25,16.9,12,1.4968843131942562,0,0,7.6,1963
71373,71373,5754,Rural,Yes,4,15.64,27.500000000000004,21,3.967446592065107,1,0,11.2,5754
71375,71375,1090,Rural,Yes,10,53.37,28.9,39,3.3680639689847345,0,0,8.4,1090
71377,71377,23666,Rural,Yes,10,15.64,27.500000000000004,21,3.967446592065107,0,0,11.2,23666
71378,71378,2187,Rural,Yes,10,53.510000000000005,25.8,13,1.9390441474281086,0,0,7.8,2187
71401,71401,44,Rural,Yes,10,63.07000000000001,26.400000000000002,14,3.5075885328836427,0,0,8.3,44
71403,71403,3792,Rural,Yes,8,29.49,15.299999999999999,22,2.9410550648064064,0,0,10.9,3792
71404,71404,742,Rural,Yes,9,35.96,23.4,6,3.3735821441639224,0,0,7.9,742
71406,71406,87,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,87
71407,71407,1293,Rural,Yes,2,38.61,18.6,9,2.2718052738336714,0,0,8.6,1293
71409,71409,5672,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,5672
71410,71410,83,Rural,Yes,9,35.96,23.4,6,3.3735821441639224,0,0,7.9,83
71411,71411,2467,Rural,Yes,10,23.81,19.6,15,2.96440578472704,0,0,10.4,2467
71414,71414,203,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,203
71415,71415,310,Rural,Yes,10,32.75,19.5,4,3.3236694967902256,0,0,7.7,310
71416,71416,680,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,680
71417,71417,4681,Rural,Yes,2,38.61,18.6,9,2.2718052738336714,0,0,8.6,4681
71418,71418,5351,Rural,Yes,10,32.75,19.5,4,3.3236694967902256,0,3,7.7,5351
71419,71419,1865,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,1865
71422,71422,1751,Rural,Yes,8,35.96,23.4,6,3.3735821441639224,0,0,7.9,1751
71423,71423,5058,Rural,Yes,2,38.61,18.6,9,2.2718052738336714,0,0,8.6,5058
71424,71424,1401,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,1401
71425,71425,10,Rural,Yes,10,63.07000000000001,26.400000000000002,14,3.5075885328836427,0,0,8.3,10
71426,71426,123,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,123
71427,71427,232,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,232
71429,71429,3101,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,3101
71430,71430,2527,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,2527
71432,71432,824,Rural,Yes,3,38.61,18.6,9,2.2718052738336714,0,0,8.6,824
71433,71433,3984,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,3984
71434,71434,91,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,91
71435,71435,3533,Rural,Yes,10,32.75,19.5,4,3.3236694967902256,0,0,7.7,3533
71438,71438,877,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,877
71439,71439,1715,Rural,Yes,8,29.49,15.299999999999999,22,2.9410550648064064,0,0,10.9,1715
71441,71441,812,Rural,Yes,10,32.75,19.5,4,3.3236694967902256,0,0,7.7,812
71446,71446,22047,Rural,Yes,8,29.49,15.299999999999999,22,2.9410550648064064,5,2,10.9,22047
71447,71447,1092,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,1092
71449,71449,8818,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,2,8.4,8818
71450,71450,828,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,828
71452,71452,78,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,78
71454,71454,2922,Rural,Yes,2,38.61,18.6,9,2.2718052738336714,0,0,8.6,2922
71455,71455,214,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,214
71456,71456,796,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,796
71457,71457,25485,Rural,Yes,4,23.81,19.6,15,2.96440578472704,1,1,10.4,25485
71459,71459,10090,Rural,Yes,7,29.49,15.299999999999999,22,2.9410550648064064,0,0,10.9,10090
71461,71461,2253,Rural,Yes,7,29.49,15.299999999999999,22,2.9410550648064064,0,0,10.9,2253
71462,71462,1562,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,1562
71463,71463,9007,Rural,Yes,7,18.2,21.6,11,2.732695850513203,0,2,9.2,9007
71465,71465,3446,Rural,Yes,10,43.25,16.9,12,1.4968843131942562,0,1,7.6,3446
71466,71466,323,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,323
71467,71467,8087,Rural,Yes,2,38.61,18.6,9,2.2718052738336714,0,0,8.6,8087
71468,71468,451,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,451
71469,71469,2914,Rural,Yes,5,23.81,19.6,15,2.96440578472704,0,0,10.4,2914
71472,71472,3,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,3
71473,71473,478,Rural,Yes,8,35.96,23.4,6,3.3735821441639224,0,0,7.9,478
71474,71474,373,Rural,Yes,8,29.49,15.299999999999999,22,2.9410550648064064,0,0,10.9,373
71479,71479,743,Rural,Yes,10,43.25,16.9,12,1.4968843131942562,0,0,7.6,743
71480,71480,1186,Rural,Yes,10,43.25,16.9,12,1.4968843131942562,0,0,7.6,1186
71483,71483,9360,Rural,Yes,7,35.96,23.4,6,3.3735821441639224,1,2,7.9,9360
71485,71485,2929,Urban,Yes,2,5.97,18.3,19,3.5796998517786562,0,0,13.3,2929
71486,71486,5042,Rural,Yes,10,50.95,18.4,12,3.201404835877347,0,0,8.4,5042
71749,71749,27631,Rural,Yes,1,45.88,19.4,15,2.4799277875433514,0,0,7.8,27631
