fy,ccn,hcris_name,hcris_city,hcris_class,fy_days,fy_end,control,npr,other_income,total_assets,fund_bal,cash,opex,days_cash,pt_svc_margin,total_margin,other_income_pct_npr,equity_ratio,current_ratio,hospital,ccn_use,medicare_class_chqpr,lihnc_member,in_epic_pipeline,epic_wave,parish,stratum
2022,191321,LALLIE KEMP REGIONAL MEDICAL CENTER,Indendence,CAH,364,06/30/2023,Gov-State,28742771.0,0.0,9839004.0,7849484.0,-1712502.0,50407225.0,-12.6,-0.7537,-0.7537,0.0,0.7978,2.3,Lallie Kemp Medical Center,191321,CAH,No,No,,TANGIPAHOA,Government
2022,190017,OPELOUSAS GENERAL HOSPITAL,Opelousas,STH,364,06/30/2023,Gov-City-County,168502445.0,16149286.0,138652536.0,96333626.0,14909764.0,189935028.0,29.8,-0.1272,-0.0286,0.0958,0.6948,2.55,Opelousas General Health System,190017,RRC,Yes,Yes,Wave 1,ST LANDRY,Government
2022,191312,CHRISTUS COUSHATTA HEALTH CARE CTR,Coushatta,CAH,364,06/30/2023,Nonprofit-Church,27304454.0,133764.0,9484549.0,8489614.0,405162.0,24091468.0,6.4,0.1177,0.122,0.0049,0.8951,2.96,Christus Coushatta Health Care Center,191312,CAH,No,No,,RED RIVER,Nonprofit
2022,191319,ACADIA-ST. LANDRY HOSPITAL,Church Point,CAH,364,06/30/2023,Gov-Hospital District,15546991.0,1678513.0,14477083.0,13164437.0,3575572.0,16525818.0,79.6,-0.063,0.0368,0.108,0.9093,4.11,Acadia St. Landry Parish Hospital,191319,CAH,Yes,Yes,Wave 1,ACADIA,Government
2022,190099,AVOYELLES HOSPITAL,Marksville,STH,364,06/30/2023,Proprietary-Corp,24176102.0,3478689.0,6166722.0,-1631172.0,-3030403.0,28819831.0,-38.4,-0.1921,-0.0421,0.1439,-0.2645,1.63,Avoyelles Community Hospital,190099,IPPS,No,No,,AVOYELLES,Proprietary
2022,191325,LADY OF SEA HOSPITAL MEDICARE,Cut Off,CAH,364,06/30/2023,Gov-City-County,17589772.0,23519929.0,82979262.0,49003874.0,29706779.0,32572829.0,342.6,-0.8518,0.2077,1.3371,0.5906,2.03,Lady of the Sea General Hospital,191325,CAH,No,Yes,Wave 2,LAFOURCHE,Government
2022,190079,ST. CHARLES PARISH HOSPITAL,Luling,STH,364,07/31/2023,Gov-Hospital District,64030461.0,18739122.0,86729685.0,36869135.0,28282784.0,67273787.0,163.4,-0.0507,0.1872,0.2927,0.4251,5.31,St Charles Hospital - Luling,190079,,No,No,,ST CHARLES,Government
2022,190164,BYRD REGIONAL HOSPITAL,Leesville,STH,364,07/31/2023,Proprietary-Corp,61085793.0,1631769.0,26200682.0,26339045.0,-411818.0,59534825.0,-2.6,0.0254,0.0507,0.0267,1.0053,,Byrd Regional Hospital,190164,IPPS,No,No,,VERNON,Proprietary
2022,191308,PREVOST MEMORIAL HOSPITAL,Donaldsonville,CAH,364,08/31/2023,Gov-Hospital District,6822152.0,2497742.0,34856485.0,33701427.0,26543471.0,9019028.0,1104.6,-0.322,0.0323,0.3661,0.9669,25.6,West Ascension Parish Hospital,191308,CAH,Yes,No,,ASCENSION,Government
2022,190144,MINDEN MEDICAL CENTER,Minden,STH,364,08/31/2023,Proprietary-Corp,53320561.0,492648.0,-5512846.0,-18291843.0,-21038912.0,54948297.0,-138.4,-0.0305,-0.0211,0.0092,,1.39,Minden Medical Center,190144,RRC,No,No,,WEBSTER,Proprietary
2022,191323,RICHLAND PARISH HOSPITAL NO. 1 A,Delhi,CAH,364,09/30/2022,Gov-Hospital District,23320766.0,6830968.0,41608034.0,39699179.0,32214110.0,24281865.0,493.8,-0.0412,0.1947,0.2929,0.9541,19.63,Richland Parish Hospital-Delhi,191323,CAH,Yes,No,,RICHLAND,Government
2022,190190,CALDWELL MEMORIAL HOSPITAL,Columbia,STH,364,12/31/2022,Proprietary-Corp,12487836.0,1677943.0,6349503.0,3010472.0,2731370.0,12923936.0,78.0,-0.0349,0.0873,0.1344,0.4741,1.32,"Caldwell Memorial Hospital, Inc",190190,IPPS,No,Yes,Wave 2,CALDWELL,Proprietary
2022,190184,CITIZENS MEDICAL CENTER,Columbia,STH,364,03/31/2023,Gov-Hospital District,12471192.0,7504139.0,20753166.0,19634663.0,11631847.0,18699339.0,236.6,-0.4994,0.0639,0.6017,0.9461,9.24,Citizens Medical Center,190184,IPPS,Yes,Yes,Wave 2,CALDWELL,Government
2022,190208,EAST CARROLL PARISH HOSPITAL,Lake Providence,STH,364,05/31/2023,Gov-County,14584502.0,1438005.0,23575631.0,22660218.0,15106222.0,13848240.0,417.8,0.0505,0.1357,0.0986,0.9612,20.24,East Carroll Parish Hospital,190208,IPPS,No,No,,EAST CARROLL,Government
2022,190308,ST. BERNARD PARISH HOSPITAL,Chalmette,STH,364,12/31/2022,Gov-Hospital District,35284884.0,45739404.0,98777389.0,59880696.0,30506996.0,80784880.0,144.7,-1.2895,0.003,1.2963,0.6062,1.26,St. Bernard Parish Hospital,190308,,No,No,,ST BERNARD,Government
2022,190065,BATON ROUGE GENERAL,Baton Rouge,STH,364,09/30/2022,Nonprofit-Other,445494840.0,58645256.0,479384000.0,292479000.0,93384000.0,476142509.0,74.3,-0.0688,0.0109,0.1316,0.6101,3.39,Baton Rouge General Medical Center,190065,,Yes,No,,EAST BATON ROUGE,Nonprofit
2022,191310,FRANKLIN FOUNDATION HOSPITAL,Franklin,CAH,364,09/30/2022,Gov-Hospital District,19960076.0,20282376.0,60333142.0,51196179.0,25846296.0,33712376.0,291.7,-0.689,0.1623,1.0161,0.8486,7.41,Bayou Bend,191310,CAH,No,No,,ST MARY,Government
2022,191318,TRINITY MEDICAL,Ferriday,CAH,364,09/30/2022,Gov-Hospital District,24636827.0,3785518.0,78022957.0,14676822.0,8542144.0,26821008.0,126.5,-0.0887,0.0563,0.1537,0.1881,4.84,Trinity Medical,191318,CAH,No,Yes,Wave 2,CONCORDIA,Government
2022,191300,ST. HELENA PARISH HOSPITAL,Greensburg,CAH,364,10/31/2022,Gov-Hospital District,13429649.0,2521532.0,24280597.0,19545344.0,159275.0,14705485.0,4.0,-0.095,0.0781,0.1878,0.805,11.68,St. Helena Parish Hospital,191300,CAH,Yes,No,,ST HELENA,Government
2023,190065,BATON ROUGE GENERAL,Baton Rouge,STH,364,09/30/2023,Nonprofit-Other,493379410.0,107089658.0,495796000.0,332552000.0,112608000.0,536140561.0,79.5,-0.0867,0.0612,0.2171,0.6707,4.8,Baton Rouge General Medical Center,190065,,Yes,No,,EAST BATON ROUGE,Nonprofit
2023,190151,RICHLAND PARISH HOSPITAL SERVICE DIS,Rayville,STH,364,09/30/2023,Gov-Hospital District,24824061.0,4108511.0,24134100.0,19582214.0,10120682.0,26441448.0,142.3,-0.0652,0.0861,0.1655,0.8114,12.56,Richardson Medical Center,190151,IPPS,Yes,Yes,Wave 3+,RICHLAND,Government
2023,191315,HARDTNER MEDICAL CENTER,Olla,CAH,364,09/30/2023,Gov-Hospital District,35889613.0,8028699.0,43286429.0,29026156.0,2284718.0,47576834.0,18.1,-0.3256,-0.0787,0.2237,0.6706,5.21,Hardtner Medical Center,191315,CAH,No,No,,LASALLE,Government
2023,191322,OCHSNER - ABROM KAPLAN MH,Kaplan,CAH,364,09/30/2023,Nonprofit-Other,24014267.0,4744306.0,80573794.0,19639342.0,301751.0,26804103.0,4.1,-0.1162,0.068,0.1976,0.2437,1.29,Ochsner Abrom Kaplan Memorial Hospital,191322,CAH,No,No,,VERMILION,Nonprofit
2023,190086,NORTH LOUISIANA MEDICAL CENTER,Ruston,STH,364,09/30/2023,Proprietary-Corp,62664050.0,2240288.0,16739293.0,-15888011.0,254974.0,67788193.0,1.4,-0.0818,-0.0444,0.0358,-0.9491,0.59,Northern Louisiana Medical Center,190086,RRC,No,No,,LINCOLN,Proprietary
2023,190044,ACADIA GENERAL HOSPITAL,Crowley,STH,364,09/30/2023,Nonprofit-Other,53325390.0,10619603.0,23103685.0,10249062.0,45315.0,57544335.0,0.3,-0.0791,0.1001,0.1991,0.4436,1.45,Ochsner Acadia General Hospital,190044,IPPS,No,No,,ACADIA,Nonprofit
2023,191309,HOOD MEMORIAL HOSPITAL,Amite,CAH,364,09/30/2023,Gov-Hospital District,23039082.0,1694986.0,36314753.0,33982703.0,14644633.0,21733328.0,250.8,0.0567,0.1213,0.0736,0.9358,8.04,Hood Memorial Hospital,191309,CAH,Yes,Yes,Wave 2,TANGIPAHOA,Government
2023,190145,LASALLE GENERAL HOSPITAL  INC.,Jena,STH,364,09/30/2023,Gov-Hospital District,21094834.0,6105330.0,32544303.0,8631919.0,815120.0,28800543.0,10.8,-0.3653,-0.0588,0.2894,0.2652,1.29,Lasalle General Hospital,190145,IPPS,No,No,,LASALLE,Government
2023,191317,JACKSON PARISH HOSPITAL,Jonesboro,CAH,364,09/30/2023,Gov-Hospital District,23444186.0,10239831.0,37814398.0,35496855.0,24829370.0,27077791.0,350.6,-0.155,0.1961,0.4368,0.9387,13.35,Jackson Parish Hospital,191317,CAH,No,Yes,Wave 3+,JACKSON,Government
2023,190118,DESOTO REGIONAL HEALTH SYSTEM,Mansfield,STH,364,09/30/2023,Nonprofit-Other,30764343.0,4630755.0,35223699.0,31749189.0,9000813.0,30843755.0,110.7,-0.0026,0.1286,0.1505,0.9014,6.07,Desoto Regional Health System,190118,SCH,No,Yes,Wave 3+,DESOTO,Nonprofit
2023,190054,IBERIA MEDICAL CENTER,New Iberia,STH,364,09/30/2023,Gov-Hospital District,106319014.0,28951949.0,111788618.0,69282248.0,23422618.0,122000955.0,72.6,-0.1475,0.0299,0.2723,0.6198,2.95,Iberia Medical Center,190054,IPPS,Yes,Yes,Wave 1,IBERIA,Government
2023,190318,ACADIAN MEDICAL CENTER,Eunice,STH,364,09/30/2023,Proprietary-Corp,32405556.0,6258543.0,-708590.0,-20716792.0,-91946.0,43393818.0,-0.8,-0.3391,-0.1223,0.1931,,0.78,Acadian Medical Center,190318,IPPS,No,No,,ST LANDRY,Proprietary
2023,191316,POINTE COUPEE GENERAL HOSPITAL,New Roads,CAH,364,10/31/2023,Gov-Hospital District,19118393.0,12613780.0,65883351.0,55490816.0,3505054.0,23360391.0,57.1,-0.2219,0.1794,0.6598,0.8423,2.85,Pointe Coupee General Hospital,191316,CAH,Yes,No,,POINTE COUPEE,Government
2023,191300,ST. HELENA PARISH HOSPITAL,Greensburg,CAH,364,10/31/2023,Gov-Hospital District,15246073.0,2199213.0,27355963.0,22071226.0,86755.0,15310188.0,2.1,-0.0042,0.1224,0.1442,0.8068,8.38,St. Helena Parish Hospital,191300,CAH,Yes,No,,ST HELENA,Government
2023,190167,MERCY REGIONAL MEDICAL CENTER,Ville Platte,STH,364,09/30/2023,Proprietary-Corp,32403365.0,8223076.0,14969613.0,-6738083.0,1272496.0,42268951.0,11.1,-0.3045,-0.0404,0.2538,-0.4501,1.1,Mercy Regional Medical Center,190167,IPPS,No,No,,EVANGELINE,Proprietary
2023,191306,WEST FELICIANA PARISH HOSPITAL,St. Francisville,CAH,364,10/31/2023,Gov-Other,27544006.0,13061690.0,72877715.0,47239875.0,16909590.0,33392785.0,198.4,-0.2123,0.1776,0.4742,0.6482,10.96,West Feliciana Parish Hospital,191306,CAH,Yes,Yes,Wave 2,WEST FELICIANA,Government
2023,190025,SAVOY MEDICAL MANAGEMENT GROUP  INC.,Mamou,STH,364,12/31/2023,Gov-City,43062414.0,1089646.0,14122506.0,10685814.0,6189799.0,40088865.0,57.4,0.0691,0.092,0.0253,0.7567,4.14,Savoy Medical Center,190025,IPPS,Yes,No,,EVANGELINE,Government
2023,191324,OCHSNER BAYOU  LLC,Raceland,CAH,364,12/31/2023,Nonprofit-Other,61703058.0,8430674.0,33103078.0,55815939.0,36361.0,55059683.0,0.3,0.1077,0.2149,0.1366,1.6861,,Ochsner St. Anne General Hospital,191324,CAH,No,No,,LAFOURCHE,Nonprofit
2023,190053,OCHSNER AMERICAN LEGION HOSPITAL,Jennings,STH,364,11/30/2023,Nonprofit-Other,48030423.0,12574046.0,107161871.0,-3581839.0,4287331.0,74160682.0,21.1,-0.544,-0.2237,0.2618,-0.0334,0.89,Ochsner American Legion Hospital,190053,IPPS,No,No,,JEFFERSON DAVIS,Nonprofit
2023,190081,WEST CARROLL HEALTH SYSTEMS  LLC,Oak Grove,STH,361,12/28/2023,Proprietary-Corp,24246597.0,16265507.0,7075782.0,5869597.0,-489262.0,29954339.0,-6.0,-0.2354,0.2603,0.6708,0.8295,2.97,West Carroll Memorial Hospital,190081,CAH,No,Yes,Wave 2,WEST CARROLL,Proprietary
2023,190190,CALDWELL MEMORIAL HOSPITAL,Columbia,STH,364,12/31/2023,Proprietary-Corp,12913710.0,113026.0,3640428.0,309489.0,1513801.0,13353532.0,44.1,-0.0341,-0.025,0.0088,0.085,0.76,"Caldwell Memorial Hospital, Inc",190190,IPPS,No,Yes,Wave 2,CALDWELL,Proprietary
2023,190308,ST. BERNARD PARISH HOSPITAL,Chalmette,STH,364,12/31/2023,Gov-Hospital District,38077670.0,18746299.0,519120267.0,-60631848.0,15751765.0,56077169.0,110.4,-0.4727,0.0131,0.4923,-0.1168,,St. Bernard Parish Hospital,190308,,No,No,,ST BERNARD,Government
2023,191313,RIVERSIDE MED CTR,Franklinton,CAH,364,12/31/2023,Gov-Hospital District,24986773.0,10857115.0,23565634.0,16988289.0,9699444.0,33725364.0,107.8,-0.3497,0.0591,0.4345,0.7209,3.07,Riverside Medical Center - Franklinton,191313,CAH,No,Yes,Wave 3+,WASHINGTON,Government
2023,191314,MADISON PARISH HOSPITAL,Tallulah,CAH,364,12/31/2023,Gov-Hospital District,15006327.0,8275821.0,47285517.0,20545624.0,8408145.0,24845386.0,131.2,-0.6557,-0.1458,0.5515,0.4345,10.26,Madison Parish Hospital,191314,CAH,No,No,,MADISON,Government
2023,190050,BEAUREGARD MEMORIAL HOSPITAL  INC.,Deridder,STH,364,10/31/2023,Gov-Hospital District,44718745.0,17624631.0,54039844.0,44782276.0,6012521.0,59021914.0,39.0,-0.3198,-0.0129,0.3941,0.8287,3.42,Beauregard Memorial Hospital,190050,IPPS,Yes,No,,BEAUREGARD,Government
2023,191307,DEQUINCY MEMORIAL HOSPITAL,Dequincy,CAH,364,12/31/2023,Proprietary-Individual,11067639.0,2502650.0,3452716.0,-2249944.0,-76542.0,14812929.0,-1.9,-0.3384,-0.0916,0.2261,-0.6516,1.63,Dequincy Memorial Hospital,191307,CAH,No,No,,CALCASIEU,Proprietary
2023,190034,ABBEVILLE GENERAL HOSPITAL,Abbeville,STH,364,12/31/2023,Gov-Hospital District,72096452.0,6050719.0,75950615.0,65639532.0,19600556.0,71553819.0,105.8,0.0075,0.0843,0.0839,0.8642,4.9,Abbeville General Medical Center,190034,,Yes,Yes,Wave 3+,VERMILION,Government
2023,191326,REEVES MEMORIAL MEDICAL CENTER,Bernice,CAH,364,12/31/2023,Gov-Hospital District,13564211.0,3394998.0,46838728.0,17527307.0,38889264.0,13452370.0,1074.8,0.0082,0.1165,0.2503,0.3742,37.84,Reeves Memorial Medical Center,191326,CAH,Yes,Yes,Wave 1,UNION,Government
2023,191320,BIENVILLE MEDICAL CENTER,Arcadia,CAH,364,12/31/2023,Proprietary-Corp,11649614.0,576791.0,2358864.0,-2661043.0,353160.0,12214466.0,10.6,-0.0485,0.001,0.0495,-1.1281,0.45,Bienville Medical Center,191320,CAH,No,No,,BIENVILLE,Proprietary
2023,190013,WEST CALCASIEU-CAMERON HOSPITAL,Sulphur,STH,364,12/31/2023,Gov-Hospital District,60830990.0,33636772.0,107750739.0,50704135.0,3016537.0,96436113.0,11.8,-0.5853,-0.0214,0.553,0.4706,1.14,West Calcasieu Cameron Parish Hospital,190013,,Yes,Yes,Wave 1,CALCASIEU,Government
2023,190088,SPRINGHILL MEDICAL CENTER,Springhill,STH,364,12/31/2023,Nonprofit-Other,20630610.0,6496615.0,23733237.0,20620360.0,15751239.0,24821036.0,240.2,-0.2031,0.0731,0.3149,0.8688,6.16,Springhill Medical Center,190088,SCH,Yes,Yes,Wave 3+,WEBSTER,Nonprofit
2023,190014,OCHSNER ST. MARY,Morgan City,STH,364,12/31/2023,Proprietary-Corp,36229926.0,4134858.0,13524464.0,-4918878.0,521981.0,44471366.0,4.5,-0.2275,-0.1017,0.1141,-0.3637,0.71,Ochsner St Mary,190014,SCH,No,No,,ST MARY,Proprietary
2023,190184,CITIZENS MEDICAL CENTER,Columbia,STH,365,03/31/2024,Gov-Hospital District,11824617.0,6811033.0,26487645.0,18887409.0,11124572.0,19539466.0,216.3,-0.6524,-0.0485,0.576,0.7131,4.88,Citizens Medical Center,190184,IPPS,Yes,Yes,Wave 2,CALDWELL,Government
2023,190160,GLENWOOD REGIONAL MEDICAL CENTER,West Monroe,STH,365,02/29/2024,Proprietary-Corp,150921564.0,2638943.0,150349186.0,87360444.0,0.0,166776525.0,0.0,-0.1051,-0.0861,0.0175,0.5811,0.83,Glenwood Regional Medical Center,190160,,Yes,No,,OUACHITA,Proprietary
2023,191305,ST. JAMES PARISH HOSPITAL,Lutcher,CAH,365,03/31/2024,Gov-Hospital District,30786606.0,9261937.0,78757983.0,63469138.0,29053531.0,35082514.0,318.7,-0.1395,0.124,0.3008,0.8059,11.76,St. James Parish Hospital,191305,CAH,Yes,No,,ST JAMES,Government
2023,190090,WINN PARISH MEDICAL CENTER,Winnfield,STH,365,03/31/2024,Proprietary-Corp,14926881.0,1556096.0,8453102.0,-523901.0,734151.0,18380873.0,14.5,-0.2314,-0.1151,0.1042,-0.062,1.02,Winn Parish Medical Center,190090,IPPS,No,No,,WINN,Proprietary
2023,190106,OAKDALE COMMUNITY HOSPITAL,Oakdale,STH,365,03/31/2024,Proprietary-Corp,22687370.0,39473.0,14694448.0,-6198688.0,1349427.0,25428597.0,19.3,-0.1208,-0.1189,0.0017,-0.4218,0.67,Oakdale Community Hospital,190106,IPPS,No,No,,ALLEN,Proprietary
2023,190218,SABINE MEDICAL CENTER,Many,STH,365,03/31/2024,Proprietary-Corp,29052384.0,37772.0,14444767.0,8333464.0,-1055584.0,24652745.0,-16.1,0.1514,0.1525,0.0013,0.5769,,Sabine Medical Center,190218,SCH,No,No,,SABINE,Proprietary
2023,190140,FRANKLIN MEDICAL CENTER,Winnsboro,STH,365,04/30/2024,Gov-Hospital District,42639550.0,10885158.0,48882628.0,38988559.0,19758681.0,50448636.0,146.9,-0.1831,0.0575,0.2553,0.7976,2.86,Franklin Medical Center,190140,IPPS,Yes,Yes,Wave 1,FRANKLIN,Government
2023,191301,UNION GENERAL HOSPITAL  INC.,Farmerville,CAH,365,06/30/2024,Nonprofit-Other,20840064.0,1111278.0,31631578.0,28339829.0,14184333.0,19557483.0,276.5,0.0615,0.1091,0.0533,0.8959,5.26,Union General Hospital,191301,CAH,No,No,,UNION,Nonprofit
2023,190116,MOREHOUSE GENERAL HOSPITAL,Bastrop,STH,365,05/31/2024,Gov-Hospital District,26156842.0,11316048.0,37495997.0,22508476.0,15393381.0,36975679.0,159.7,-0.4136,0.0133,0.4326,0.6003,4.85,Morehouse General Hospital,190116,IPPS,No,Yes,Wave 3+,MOREHOUSE,Government
2023,190208,EAST CARROLL PARISH HOSPITAL,Lake Providence,STH,365,05/31/2024,Gov-County,14288148.0,2936635.0,24315319.0,23619014.0,16738436.0,15367663.0,413.9,-0.0756,0.1078,0.2055,0.9714,21.97,East Carroll Parish Hospital,190208,IPPS,No,No,,EAST CARROLL,Government
2023,190779,OUR LADY OF THE LAKE ASSUMPTION COM,Napoleonville,STH,332,06/30/2024,Nonprofit-Church,10085161.0,2251487.0,34014036.0,27149414.0,11206978.0,8750195.0,442.3,0.1324,0.3743,0.2232,0.7982,3.21,Assumption Community Hospital,190779,REH,No,No,,ASSUMPTION,Nonprofit
2023,190007,NATCHITOCHES REGIONAL MEDICAL CENTER,Natchitoches,STH,365,06/30/2024,Gov-Hospital District,101531512.0,16577225.0,94637389.0,63786364.0,6860042.0,115773787.0,22.3,-0.1403,0.0198,0.1633,0.674,1.39,Natchitoches Regional Medical Center,190007,SCH,No,No,,NATCHITOCHES,Government
2023,190017,OPELOUSAS GENERAL HOSPITAL,Opelousas,STH,365,06/30/2024,Gov-City-County,157763671.0,20869407.0,147502604.0,87086214.0,24351546.0,186586201.0,49.7,-0.1827,-0.0445,0.1323,0.5904,1.58,Opelousas General Health System,190017,RRC,Yes,Yes,Wave 1,ST LANDRY,Government
2023,191304,NORTH CADDO MEDICAL CENTER,Vivian,CAH,365,06/30/2024,Gov-Hospital District,25384793.0,14014643.0,63151201.0,34930124.0,5067652.0,35505245.0,55.9,-0.3987,0.0988,0.5521,0.5531,4.46,North Caddo Memorial Hospital,191304,CAH,No,No,,CADDO,Government
2023,191321,LALLIE KEMP REGIONAL MEDICAL CENTER,Indendence,CAH,365,06/30/2024,Gov-State,,0.0,,,0.0,53272391.0,0.0,,,,,,Lallie Kemp Medical Center,191321,CAH,No,No,,TANGIPAHOA,Government
2023,191312,CHRISTUS COUSHATTA HEALTH CARE CTR,Coushatta,CAH,365,06/30/2024,Nonprofit-Church,28649966.0,92308.0,9825059.0,9093801.0,481837.0,25216498.0,7.2,0.1198,0.1227,0.0032,0.9256,3.55,Christus Coushatta Health Care Center,191312,CAH,No,No,,RED RIVER,Nonprofit
2023,191311,BUNKIE GENERAL HOSPITAL,Bunkie,CAH,365,06/30/2024,Gov-Hospital District,20173950.0,4369897.0,25550476.0,23600988.0,2124842.0,19909118.0,40.2,0.0131,0.1779,0.2166,0.9237,4.48,Bunkie General Medical Center,191311,CAH,Yes,Yes,Wave 1,AVOYELLES,Government
2023,190312,OUR LADY OF THE ANGELS HOSPITAL MC,Bogalusa,STH,365,06/30/2024,Nonprofit-Church,35277238.0,29119180.0,103742055.0,42517072.0,22995423.0,79280936.0,106.7,-1.2474,-0.2311,0.8254,0.4098,2.29,Our Lady of the Angels Hospital,190312,IPPS,No,No,,WASHINGTON,Nonprofit
2023,190114,HOMER MEMORIAL HOSPITAL,Homer,STH,365,06/30/2024,Gov-City,28284284.0,4655163.0,22186169.0,17104876.0,3573446.0,33051183.0,40.7,-0.1685,-0.0034,0.1646,0.771,2.71,Claiborne Memorial Medical Ctr.,190114,IPPS,No,Yes,Wave 3+,CLAIBORNE,Government
2023,191325,LADY OF SEA HOSPTAL,Cut Off,CAH,365,06/30/2024,Gov-City-County,20770402.0,32321131.0,100660185.0,65302245.0,32204946.0,38642240.0,313.2,-0.8604,0.2722,1.5561,0.6487,2.18,Lady of the Sea General Hospital,191325,CAH,No,Yes,Wave 2,LAFOURCHE,Government
2023,190020,LANE REGIONAL MEDICAL CENTER,Zachary,STH,365,06/30/2024,Gov-Hospital District,75403257.0,31982272.0,147709615.0,74038654.0,26496590.0,112700741.0,89.8,-0.4946,-0.0495,0.4241,0.5012,0.99,Lane Regional Medical Center,190020,,Yes,No,,EAST BATON ROUGE,Government
2023,190133,ALLEN PARISH HOSPITAL,Kinder,STH,365,06/30/2024,Gov-Hospital District,16598511.0,6639613.0,38645928.0,15106568.0,10011283.0,22203958.0,168.7,-0.3377,0.0445,0.4,0.3909,0.54,Allen Parish Hospital,190133,IPPS,Yes,Yes,Wave 1,ALLEN,Government
2023,190099,AVOYELLES HOSPITAL,Marksville,STH,365,06/30/2024,Proprietary-Corp,31069724.0,5121071.0,21461873.0,737715.0,6981460.0,32522230.0,78.7,-0.0467,0.1014,0.1648,0.0344,1.4,Avoyelles Community Hospital,190099,IPPS,No,No,,AVOYELLES,Proprietary
2023,190079,ST. CHARLES PARISH HOSPITAL,Luling,STH,365,07/31/2024,Gov-Hospital District,67914017.0,21488869.0,101257635.0,51955486.0,45468639.0,74319102.0,239.9,-0.0943,0.1687,0.3164,0.5131,5.13,St Charles Hospital - Luling,190079,,No,No,,ST CHARLES,Government
2023,191308,WEST ASCENSION PARISH HOSPITAL,Donaldsonville,CAH,365,08/31/2024,Gov-Hospital District,3779036.0,4623477.0,34241424.0,33946216.0,24814723.0,9841597.0,946.1,-1.6043,-0.1713,1.2235,0.9914,,West Ascension Parish Hospital,191308,CAH,Yes,No,,ASCENSION,Government
2023,190164,BYRD REGIONAL HOSPITAL,Leesville,STH,365,07/31/2024,Proprietary-Corp,69705908.0,1632555.0,41553890.0,29414524.0,3680952.0,64380773.0,20.9,0.0764,0.1215,0.0234,0.7079,,Byrd Regional Hospital,190164,IPPS,No,No,,VERNON,Proprietary
2023,190144,MINDEN MEDICAL CENTER,Minden,STH,365,08/31/2024,Proprietary-Corp,58512397.0,569733.0,-5613003.0,-19538733.0,-27322535.0,61880016.0,-159.4,-0.0576,-0.0474,0.0097,,1.85,Minden Medical Center,190144,RRC,No,No,,WEBSTER,Proprietary
2023,191319,ACADIA-ST. LANDRY HOSPITAL,Church Point,CAH,365,06/30/2024,Gov-Hospital District,15945155.0,1260665.0,14355973.0,13605180.0,2875958.0,16789205.0,63.2,-0.0529,0.0242,0.0791,0.9477,6.39,Acadia St. Landry Parish Hospital,191319,CAH,Yes,Yes,Wave 1,ACADIA,Government
2023,191302,ST MARTIN HOSPITAL,Breaux Bridge,CAH,364,09/30/2023,Nonprofit-Other,44190976.0,3077944.0,135312418.0,48704152.0,72573.0,39809086.0,0.7,0.0992,0.1578,0.0697,0.3599,1.51,Ochsner St Martin Hospital,191302,CAH,No,No,,ST MARTIN,Nonprofit
2023,191310,BAYOU BEND HEALTH SYSTEM,Franklin,CAH,364,09/30/2023,Gov-Hospital District,21272256.0,24138332.0,71447017.0,62152775.0,22787752.0,37365639.0,229.9,-0.7565,0.1772,1.1347,0.8699,6.32,Bayou Bend,191310,CAH,No,No,,ST MARY,Government
2023,191318,TRINITY MEDICAL,Ferriday,CAH,364,09/30/2023,Gov-Hospital District,26474539.0,7078625.0,76636012.0,15514838.0,10356531.0,31290758.0,133.5,-0.1819,0.0674,0.2674,0.2024,7.36,Trinity Medical,191318,CAH,No,Yes,Wave 2,CONCORDIA,Government
2023,191323,RICHLAND PARISH HOSPITAL NO. 1 A,Delhi,CAH,364,09/30/2023,Gov-Hospital District,23354998.0,7575156.0,47728579.0,45906784.0,38383568.0,25532783.0,559.7,-0.0932,0.1745,0.3243,0.9618,23.87,Richland Parish Hospital-Delhi,191323,CAH,Yes,No,,RICHLAND,Government
